i,urls
312,https://tim.blog/2018/06/26/the-tim-ferriss-show-podcasts-nick-thompson/
313,https://tim.blog/2018/06/26/the-tim-ferriss-show-transcripts-joseph-gordon-levitt/
314,https://tim.blog/2018/06/26/the-tim-ferriss-show-transcripts-michael-pollan/
315,https://tim.blog/2018/06/26/the-tim-ferriss-show-transcripts-cindy-eckert/
316,https://tim.blog/2018/06/26/the-tim-ferriss-show-transcripts-lessons-learned-traveling-the-world/
317,https://tim.blog/2018/06/26/the-tim-ferriss-show-transcripts-whitney-wolfe-herd/
318,https://tim.blog/2018/06/26/the-tim-ferriss-show-transcripts-steve-jurvetson/
319,https://tim.blog/2018/06/26/the-tim-ferriss-show-transcripts-one-person-businesses-that-make-1m-per-year/
320,https://tim.blog/2018/06/10/how-to-succeed-in-high-stress-situations/
321,https://tim.blog/2018/06/26/the-tim-ferriss-show-transcripts-liz-lambert/
322,https://tim.blog/2018/06/27/the-tim-ferriss-show-transcripts-brandon-stanton/
323,https://tim.blog/2018/06/30/the-tim-ferriss-show-transcripts-adam-robinson-outflanking-and-outsmarting-the-competition/
324,https://tim.blog/2018/06/30/the-tim-ferriss-show-transcripts-tim-ferriss-goes-to-maximum-security-prison/
325,https://tim.blog/2018/07/05/the-tim-ferriss-show-transcripts-cal-fussman-corners-tim-ferriss/
326,https://tim.blog/2018/07/07/the-tim-ferriss-show-transcripts-lessons-from-richard-branson-tony-robbins-ray-dalio-and-other-icons-325/
327,https://tim.blog/2018/07/13/the-tim-ferriss-show-transcripts-reid-hoffman-brian-chesky-how-to-scale-to-100m-users/
328,https://tim.blog/2018/07/18/the-tim-ferriss-show-transcripts-aisha-tyler/
329,https://tim.blog/2018/07/19/essentialism/
330,https://tim.blog/2018/07/25/the-tim-ferriss-show-transcripts-jason-fried/
331,https://tim.blog/2018/08/01/the-tim-ferriss-show-transcripts-the-return-of-drunk-dialing-how-to-ask-better-questions-take-better-risks-and-more/
332,https://tim.blog/2018/08/07/the-tim-ferriss-show-transcripts-ann-miura-ko/
333,https://tim.blog/2018/08/11/the-tim-ferriss-show-transcripts-coach-george-raveling/
334,https://tim.blog/2018/08/20/the-tim-ferriss-show-transcripts-random-show-fasting-biohacking-and-tony-robbins/
335,https://tim.blog/2018/08/29/the-tim-ferriss-show-transcripts-drew-houston/
336,https://tim.blog/2018/09/11/the-tim-ferriss-show-transcripts-doris-kearns-goodwin/
337,https://tim.blog/2018/09/17/the-tim-ferriss-show-transcripts-scott-belsky/

